documentid,property,value
11384415,损失费,11315
11384415,交通费,5028.44
11384415,停车费,11315
11384415,医疗费,6838.18
11384415,车费,11315
11384415,住院伙食补助费,683.82
11384415,伙食补助费,683.82
11384415,护理费,502.84
11384415,误工费,502.84
11384415,交通费,502.84
11384415,交通费,502.84
11384415,医疗费,683.82
11384415,停车费,120
11384415,车费,120
11384418,精神损害抚慰金,15346.8
11384418,住院伙食补助费,930
11384418,伙食补助费,930
11384418,残疾赔偿金,102312
11384418,护理费,4122.84
11384418,误工费,6440
11384418,交通费,124
11384418,交通费,124
11384418,赔偿金,102312
11384418,医疗费,4350
11384418,鉴定费,836
11392585,经济损失,66868.12
11392682,借款本金,90000
11392682,借款,90000
11392682,本金,90000
11398534,财产损失,1900.00
11398534,经济损失,41123.5
11398534,复印费,105.5
11403811,伤残赔偿金,6185.87
11403811,赔偿金,6185.87
11403811,伤残赔偿金,6185.87
11403811,赔偿金,6185.87
11403811,伤残赔偿金,6185.87
11403811,赔偿金,6185.87
11403811,伙食补助费,18634.66
11403811,医疗费,18634.66
11403811,伙食补助费,18634.66
11403811,医疗费,18634.66
11403811,伙食补助费,18634.66
11403811,医疗费,18634.66
11403811,鉴定费,1080
11403811,鉴定费,1080
11403811,鉴定费,1080
11407407,本息合计,18600.00
11407407,本息,18600.00
11408644,本息合计,40172.90
11408644,贷款本金,25000
11408644,本息,40172.90
11408644,本金,25000
11408650,本息合计,36761.58
11408650,贷款本金,26000
11408650,本息,36761.58
11408650,本金,26000
11408650,本息合计,40892.98
11408650,贷款本金,30000
11408650,本息,40892.98
11408650,本金,30000
11408778,抚养费,10000
11408778,精神损害抚慰金,10000
11408778,鉴定费,3300
11408778,抚养费,3000
11408778,抚养费,5000
11408778,医疗费,640.5
11408781,抚养费,10000
11408781,精神损害抚慰金,10000
11408781,鉴定费,3300
11408781,抚养费,3000
11408781,抚养费,5000
11408781,医疗费,640.5
11408783,抚养费,10000
11408783,精神损害抚慰金,10000
11408783,鉴定费,3300
11408783,抚养费,3000
11408783,抚养费,5000
11408783,医疗费,640.5
11408944,借款本金,18000
11408944,借款,18000
11408944,本金,18000
11408944,借款本金,40000
11408944,借款,40000
11408944,本金,40000
11409632,财产损失,2000.00
11409632,医疗费用,10000.00
11409632,护理费,3149.11
11409632,误工费,9801.30
11409632,交通费,1000.00
11409632,施救费,25950.41
11409632,交通费,1000.00
11409632,修理费,25950.41
11409632,医疗费,10000.00
11409632,后续治疗费,39150.00
11409632,伙食补助费,6700.00
11409632,医疗费用,10000.00
11409632,治疗费,39150.00
11409632,鉴定费,1400.00
11409632,施救费,480.00
11409632,医疗费,15506.98
11409632,医疗费,10000.00
11409632,车费,1718.00
11409675,医疗费用,10000.00
11409675,护理费,9664.51
11409675,误工费,12203.96
11409675,医疗费,10000.00
11409675,伙食补助费,12300
11409675,医疗费,10179.22
11409675,医疗费,4345.46
11409722,伤残赔偿金,23090.91
11409722,精神抚慰金,6000.00
11409722,财产损失,1600.00
11409722,医疗费用,10000.00
11409722,护理费,17808.76
11409722,误工费,28238.36
11409722,交通费,1500.00
11409722,施救费,88238.03
11409722,交通费,1500.00
11409722,赔偿金,23090.91
11409722,修理费,88238.03
11409722,医疗费,10000.00
11409722,后续治疗费,8000.00
11409722,伙食补助费,16200.00
11409722,医疗费用,10000.00
11409722,治疗费,8000.00
11409722,医疗费,123310.82
11409722,医疗费,10000.00
11409722,鉴定费,2100.00
11414104,借款本金,140000
11414104,借款,140000
11414104,本金,140000
11414104,本金,30000
11417338,本息合计,52000.00
11417338,借款本金,40000.00
11417338,借款,40000.00
11417338,本息,52000.00
11417338,本金,40000.00
11424012,一次性伤残就业补助金,29376
11424012,一次性工伤医疗补助金,29376
11424012,一次性伤残补助金,26928
11424012,住院伙食补助费,540
11424012,伙食补助费,540
11424012,护理费,3665.16
11424012,鉴定费,700
11425317,本息合计,12760.00
11425317,借款本金,10000.00
11425317,借款,10000.00
11425317,本息,12760.00
11425317,本金,10000.00
11425817,住院伙食补助费,285
11425817,伙食补助费,285
11425817,护理费,111.50
11425817,误工费,111.50
11425817,交通费,112
11425817,医药费,790.45
11425817,交通费,112
11426675,违约金,47500
11426847,支付利息,19082.57
11426847,借款本金,300000
11426847,借款,300000
11426847,本金,300000
11428879,借款,8300
11432918,各项损失,71148
11432918,各项损失,9537.86
11432918,鉴定费,2500
11432919,各项损失,67557.3
11432919,各项损失,2013.86
11432919,鉴定费,2500
11433168,各项损失,14251
11433169,电费,700000
11450284,借款本金,1999176.92
11450284,借款,1999176.92
11450284,本金,1999176.92
11450360,借款本金,2000000
11450360,借款,2000000
11450360,本金,2000000
11454298,残疾辅助器具费,1356
11454298,财产损失,680
11454298,护理费,6300
11454298,误工费,28982.80
11454298,交通费,350
11454298,交通费,350
11454298,维修费,680
11454298,住院伙食补助费,449.40
11454298,伙食补助费,449.40
11454298,鉴定费,600
11454298,营养费,1470
11454298,医疗费,15301.50
11456593,支付利息,14400
11456593,借款本金,60000
11456593,借款,60000
11456593,本金,60000
11460962,租金,770000
11460962,租金,30000
11460962,租金,200000
11467478,借款本金,4428957.29
11467478,借款,4428957.29
11467478,本金,4428957.29
11471068,住院伙食补助费,520
11471068,伙食补助费,520
11471068,护理费,9141.3
11471068,误工费,17244
11471068,交通费,800
11471068,鉴定费,600
11471068,营养费,1200
11471068,交通费,800
11471068,医疗费,2072
11473277,违约金,100000
11476060,各项损失,236449
11476060,各项损失,120000
11486301,租金,45000
11486362,租金,13500
11486424,购房款,280000
11486424,房款,280000
11495327,赔偿金,26476.8
11495327,医疗费,4460
11495327,住院伙食补助费,1260
11495327,伤残赔偿金,129597.7
11495327,伙食补助费,1260
11495327,鉴定费,1200
11495327,赔偿金,129597.7
11495327,医疗费,108790.54
11495327,住院伙食补助费,1260
11495327,伤残赔偿金,129597.7
11495327,伙食补助费,1260
11495327,鉴定费,1200
11495327,赔偿金,129597.7
11495327,医疗费,108790.54
11499592,后续治疗费,10000
11499592,后续治疗费,5000
11499592,治疗费,10000
11499592,治疗费,5000
11499592,护理费,4710.7
11499592,鉴定费,1900
11512962,支行借款本金,79999.97
11512962,借款本金,79999.97
11512962,借款,79999.97
11512962,本金,79999.97
11516711,车损,11895
11516711,车损,11895
11516711,车损,84785
11516711,施救费,7200
11516711,评估费,1800
11518936,精神抚慰金,99000
11518936,护理费,99000
11518936,护理费,2200
11518936,护理费,8800
11518936,误工费,99000
11518936,误工费,2200
11518936,误工费,8800
11518936,交通费,99000
11518936,交通费,2200
11518936,交通费,8800
11518936,交通费,99000
11518936,交通费,2200
11518936,交通费,8800
11518936,医疗费,8500
11518936,医疗费,400
11518936,医疗费,1100
11518936,住院伙食补助费,2377.9
11518936,伙食补助费,2377.9
11518936,法医鉴定费,194919.97
11518936,法医鉴定费,19105.78
11518936,交通费,194919.97
11518936,交通费,2377.9
11518936,交通费,19105.78
11518936,鉴定费,194919.97
11518936,鉴定费,19105.78
11518936,交通费,194919.97
11518936,交通费,2377.9
11518936,交通费,19105.78
11521622,本息合计,11300
11521622,借款本金,5800
11521622,借款,5800
11521622,本息,11300
11521622,本金,5800
11521650,本息合计,2440
11521650,借款本金,2000
11521650,借款,2000
11521650,本息,2440
11521650,本金,2000
11537495,违约金,113377.5
11537495,欠款,613377.5
11537555,违约金,92264.15
11537555,欠款,770123.25
11537555,欠款,862387.4
11537605,欠款,451866.71
11537632,违约金,790380
11537632,欠款,5140380
11537656,违约金,261802.35
11537707,违约金,264906.21
11537806,租金,7245307.15
11537832,逾期付款违约金,354390.54
11537832,逾期付款违约金,5284622.45
11537832,违约金,354390.54
11537832,违约金,5284622.45
11537832,违约金,412691.7
11537860,违约金,273200
11537882,违约金,208835
11537912,保全费,5000
11537962,违约金,61613.7
11538065,违约金,281200
11538065,租金,951878.34
11538148,违约金,231808.28
11538324,违约金,195473.75
11538374,违约金,285702
11538428,违约金,71343.74
11538592,违约金,3300
11538622,违约金,84102
11538721,违约金,53250
11538830,租金,172118.88
11544246,借款本金,29835.47
11544246,借款,29835.47
11544246,本金,29835.47
11544246,借款,7586.68
11544246,逾期付款违约金,3793.34
11544246,违约金,3793.34
11544246,违约金,10769.58
11566064,借款,660000
11566064,借款,3480000
11571719,经济损失,626593.62
11572695,精神损害抚慰金,5000.00
11572695,各项经济损失,82921.35
11572695,伤残赔偿金,63138.00
11572695,伙食补助费,2200.00
11572695,经济损失,82921.35
11572695,护理费,4218.72
11572695,误工费,2747.40
11572695,交通费,830.00
11572695,交通费,830.00
11572695,赔偿金,63138.00
11572695,医疗费,4787.23
11572695,医疗费,9472.83
11572695,鉴定费,1200.00
11580902,护理费,2280.39
11580902,误工费,9887.88
11580902,医疗费,10000.00
11580902,伙食补助费,100
11580902,医疗费,21183.19
11584539,借款本金人民币,44834.07
11584539,支行借款本金,44834.07
11584539,借款本金,44834.07
11584539,借款,44834.07
11584539,本金,44834.07
11584539,借款,7546.17
11584539,本息合计,52380.24
11584539,本息,52380.24
11584542,借款本金,20000
11584542,借款,20000
11584542,本金,20000
11584542,借款,5000
11584542,本息合计,25000
11584542,本息,25000
11584549,本金,6800
11584549,欠款,6800
11584549,欠款,5440
11584549,本息合计,12240
11584549,本息,12240
11584550,代偿款,34000.00
11584550,本金,34000.00
11584550,代偿款,3570.00
11584550,本息合计,37570.00
11584550,本息,37570.00
11586407,本息合计,56012
11586407,支付利息,28512
11586407,借款本金,27500
11586407,借款,27500
11586407,本息,56012
11586407,本金,27500
11621836,案件受理费,920
11621836,鉴定费,1300
11622299,施救费,102495
11622299,评估费,102495
11622299,维修费,102495
11623019,借款本金,182500
11623019,借款,182500
11623019,本金,182500
11623728,公司物业服务费,3605.20
11623728,物业服务费,3605.20
11623728,服务费,3605.20
11623734,物业服务费,3178.9
11623734,服务费,3178.9
11623734,电费,3178.9
11627897,财产损失,2000
11627897,评估费,2000
11627897,保险金,2000
11627897,保险金,14301
11640230,工资差额,25300
11640230,赔偿金,6900
11640554,借款,110000
11640554,还款,640.91
11641711,违约金,1055671.98
11641711,租金,1055671.98
11641711,违约金,15738.57
11646006,护理费,7620.00
11646006,误工费,16440.15
11646006,交通费,500.00
11646006,交通费,500.00
11646006,医疗费,10000.00
11646006,住院伙食补助费,18967.47
11646006,住院伙食补助费,6350.00
11646006,伙食补助费,18967.47
11646006,伙食补助费,6350.00
11646006,医疗费,18967.47
11646006,医疗费,30746.38
11663459,住院伙食补助费,400
11663459,伙食补助费,400
11663459,护理费,2000
11663459,误工费,2000
11663459,医疗费,3015.18
11664857,房款,454138
11679180,伙食补助费,27352
11679180,精神抚慰金,33781.78
11679180,交通费,33781.78
11679180,营养费,27352
11679180,交通费,33781.78
11679180,医疗费,27352
11679180,伙食补助费,17352
11679180,鉴定费,700
11679180,营养费,17352
11679180,医疗费,17352
11679180,医疗费,15200
11679198,住院伙食补助费,45185.04
11679198,住院伙食补助费,42645.75
11679198,伤残赔偿金,18645.75
11679198,伙食补助费,45185.04
11679198,伙食补助费,42645.75
11679198,精神抚慰金,10000
11679198,残疾赔偿金,18645.75
11679198,护理费,13500
11679198,交通费,500
11679198,营养费,45185.04
11679198,营养费,35185.04
11679198,交通费,500
11679198,赔偿金,18645.75
11679198,赔偿金,18645.75
11679198,医疗费,45185.04
11679198,医疗费,45185.04
11679198,医疗费,42645.75
11679198,复印费,100
11689418,各项损失,25359.28
11689418,医疗费,3183.31
11689418,各项损失,1826.14
11689418,医疗费,3131.97
11696571,借款,170000
11697691,借款,170000
11699770,各项损失,7191.59
11699770,各项损失,7390.04
11699770,医疗费,4000
11717224,伙食补助费,1480
11717224,护理费,3202
11717224,医疗费,26650
11720849,鉴定费,1000
11743154,死亡赔偿金,179073.70
11743154,赔偿金,179073.70
11743154,赔偿金,56357.90
11757781,案件受理费,120
11758002,违约金,300000
11782808,逾期付款利息,442426.16
11782808,利息损失,442426.16
11792663,本息合计,301060.87
11792663,借款本金,290000
11792663,借款,290000
11792663,本息,301060.87
11792663,本金,290000
11818488,生活费,300
11927694,抚养费,300
11927694,抚养费,300
11990495,购房款,107000
11990495,还款,117099
11990495,本金,117099
11990495,房款,107000
12020820,支行借款本金,4586870.82
12020820,借款本金,4586870.82
12020820,借款,4586870.82
12020820,本金,4586870.82
12020820,本金,4586870.82
12020820,本金,4000000
12034315,借款,30000
